region,fiscal_year,value,agent,method,suburb
Northern Victoria,2017,1050000,Raine,PI,Bullengarook
Northern Metropolitan,2017,800000,Ray,S,Bundoora
Northern Metropolitan,2017,550000,hockingstuart,PI,Bundoora
Northern Metropolitan,2017,970000,Ray,S,Bundoora
Northern Metropolitan,2017,1755000,Barry,S,Bundoora
Northern Metropolitan,2017,690000,Ray,S,Bundoora
Western Metropolitan,2017,665000,YPA,S,Burnside
Western Metropolitan,2017,620000,YPA,S,Burnside
Western Metropolitan,2017,575000,Barry,SP,Burnside Heights
Southern Metropolitan,2017,825000,Barry,S,Burwood
Eastern Metropolitan,2017,1015000,Lindellas,S,Burwood East
Western Metropolitan,2017,610000,Barry,S,Cairnlea
Southern Metropolitan,2017,1450000,Woodards,S,Camberwell
Southern Metropolitan,2017,3010000,Woodards,S,Camberwell
Southern Metropolitan,2017,1665000,Jellis,S,Camberwell
Northern Metropolitan,2017,1650000,Nelson,SP,Carlton North
Northern Metropolitan,2017,860000,Woodards,S,Carlton North
Southern Metropolitan,2017,655000,Harcourts,SP,Carnegie
Southern Metropolitan,2017,310000,Woodards,S,Carnegie
South-Eastern Metropolitan,2017,712500,RT,S,Carrum
Southern Metropolitan,2017,700000,Gary,S,Caulfield North
Southern Metropolitan,2017,985000,Biggin,PI,Caulfield South
Southern Metropolitan,2017,895000,Gary,S,Caulfield South
Southern Metropolitan,2017,1100000,Gary,VB,Caulfield South
Southern Metropolitan,2017,2850000,Biggin,VB,Caulfield South
South-Eastern Metropolitan,2017,520000,Ray,VB,Chelsea
South-Eastern Metropolitan,2017,1080000,Ray,SP,Chelsea
South-Eastern Metropolitan,2017,872500,Ray,SP,Chelsea Heights
Southern Metropolitan,2017,1080000,Buxton,S,Cheltenham
Southern Metropolitan,2017,1020000,Buxton,S,Cheltenham
Southern Metropolitan,2017,900000,Hodges,PI,Cheltenham
South-Eastern Metropolitan,2017,862000,C21,S,Clarinda
Northern Metropolitan,2017,1000000,Nelson,S,Clifton Hill
Northern Metropolitan,2017,1155000,Nelson,S,Clifton Hill
Northern Metropolitan,2017,1910000,Jellis,PI,Clifton Hill
Northern Metropolitan,2017,1720000,Nelson,S,Clifton Hill
Northern Metropolitan,2017,1270000,Brad,S,Coburg
Northern Metropolitan,2017,1025000,Nelson,S,Coburg
Northern Metropolitan,2017,698000,Brad,S,Coburg
Northern Metropolitan,2017,1215000,Nelson,S,Coburg
Northern Metropolitan,2017,1480000,Barry,S,Coburg
Northern Metropolitan,2017,822000,Nelson,S,Coburg North
Northern Metropolitan,2017,1287000,Jellis,S,Collingwood
Northern Metropolitan,2017,520000,Barry,S,Craigieburn
Northern Metropolitan,2017,530000,Ray,PI,Craigieburn
Northern Metropolitan,2017,570000,YPA,S,Craigieburn
Northern Metropolitan,2017,528000,YPA,S,Craigieburn
Northern Metropolitan,2017,648000,Ray,S,Craigieburn
Northern Metropolitan,2017,460000,Ray,S,Craigieburn
Northern Metropolitan,2017,741000,Barry,S,Craigieburn
South-Eastern Metropolitan,2017,521000,Ray,S,Cranbourne
South-Eastern Metropolitan,2017,663000,LJ,S,Cranbourne
Eastern Metropolitan,2017,590000,Philip,SP,Croydon
Eastern Metropolitan,2017,594500,Max,S,Croydon
Eastern Metropolitan,2017,935000,Max,S,Croydon
Eastern Metropolitan,2017,887000,Ray,SP,Croydon North
Northern Metropolitan,2017,480888,Barry,SA,Dallas
South-Eastern Metropolitan,2017,760000,Del,S,Dandenong
South-Eastern Metropolitan,2017,602000,Del,S,Dandenong North
South-Eastern Metropolitan,2017,792000,O'Brien,S,Dandenong North
Western Metropolitan,2017,600000,Calder,S,Delahey
Western Metropolitan,2017,600000,Bells,S,Delahey
Western Metropolitan,2017,748000,Stockdale,PI,Derrimut
Western Metropolitan,2017,501000,Raine,S,Diggers Rest
South-Eastern Metropolitan,2017,880000,Buxton,S,Dingley Village
South-Eastern Metropolitan,2017,890000,Buxton,S,Dingley Village
South-Eastern Metropolitan,2017,646000,C21,S,Dingley Village
Eastern Metropolitan,2017,1500000,Jellis,VB,Doncaster
Eastern Metropolitan,2017,1810000,Jellis,S,Doncaster
Eastern Metropolitan,2017,2900000,Fletchers,VB,Doncaster
Eastern Metropolitan,2017,1268000,Jellis,S,Doncaster East
Eastern Metropolitan,2017,1250000,Jellis,PI,Doncaster East
Eastern Metropolitan,2017,1128000,Jellis,S,Doncaster East
Eastern Metropolitan,2017,2260000,Jellis,S,Doncaster East
Eastern Metropolitan,2017,1280000,Jellis,PI,Donvale
Northern Victoria,2017,578000,HAR,S,Doreen
Southern Metropolitan,2017,2201000,Woodards,S,Elsternwick
Southern Metropolitan,2017,625250,Biggin,S,Elsternwick
Southern Metropolitan,2017,2800000,Biggin,VB,Elsternwick
Eastern Metropolitan,2017,916500,Buckingham,SP,Eltham
Eastern Metropolitan,2017,986000,Jellis,S,Eltham
Eastern Metropolitan,2017,1055000,Jellis,S,Eltham
Eastern Metropolitan,2017,676500,Jellis,S,Eltham
Eastern Metropolitan,2017,1320000,Jellis,VB,Eltham
Eastern Metropolitan,2017,721000,Jellis,PI,Eltham
Eastern Metropolitan,2017,1000000,Jellis,SP,Eltham
Eastern Metropolitan,2017,1026000,Morrison,S,Eltham
Southern Metropolitan,2017,515000,Chisholm,S,Elwood
South-Eastern Metropolitan,2017,880000,Del,SP,Endeavour Hills
Northern Metropolitan,2017,273000,HAR,S,Epping
Northern Metropolitan,2017,652000,hockingstuart,S,Epping
Northern Metropolitan,2017,584000,Barry,S,Epping
Northern Metropolitan,2017,637000,hockingstuart,S,Epping
Western Metropolitan,2017,1820000,Nelson,PI,Essendon
Western Metropolitan,2017,540000,RW,S,Essendon
Western Metropolitan,2017,590000,Hodges,VB,Essendon
Northern Metropolitan,2017,1535000,Thomas,S,Fairfield
Northern Metropolitan,2017,723000,Barry,S,Fawkner
Eastern Metropolitan,2017,792000,Barry,SP,Ferntree Gully
Eastern Metropolitan,2017,840000,Stockdale,SP,Ferntree Gully
Northern Metropolitan,2017,2790000,Nelson,S,Fitzroy
Northern Metropolitan,2017,1180000,Nelson,PI,Fitzroy
Northern Metropolitan,2017,1670000,Nelson,PI,Fitzroy
Northern Metropolitan,2017,647000,Jellis,S,Fitzroy North
Northern Metropolitan,2017,285000,Nelson,VB,Flemington
Western Metropolitan,2017,365000,Jas,SP,Footscray
Western Metropolitan,2017,409000,FN,SP,Footscray
Western Metropolitan,2017,1095000,Douglas,S,Footscray
Western Metropolitan,2017,685000,Jas,SP,Footscray
Eastern Metropolitan,2017,762000,Ray,S,Forest Hill
Eastern Metropolitan,2017,1120000,Jellis,SP,Forest Hill
South-Eastern Metropolitan,2017,515000,O'Brien,S,Frankston
South-Eastern Metropolitan,2017,650000,Ray,VB,Frankston
Southern Metropolitan,2017,692000,Jellis,S,Gardenvale
Western Metropolitan,2017,631000,Frank,S,Gladstone Park
Southern Metropolitan,2017,605000,hockingstuart,S,Glen Iris
Southern Metropolitan,2017,742000,hockingstuart,S,Glen Iris
Southern Metropolitan,2017,805000,Joseph,PI,Glen Iris
Southern Metropolitan,2017,845000,Marshall,S,Glen Iris
Southern Metropolitan,2017,759000,Metro,S,Glen Iris
Eastern Metropolitan,2017,1950000,Jellis,S,Glen Waverley
Eastern Metropolitan,2017,1100000,Harcourts,PI,Glen Waverley
Eastern Metropolitan,2017,1335000,Ray,S,Glen Waverley
Eastern Metropolitan,2017,900000,Ray,S,Glen Waverley
Eastern Metropolitan,2017,1100000,Harcourts,SP,Glen Waverley
Northern Metropolitan,2017,449000,RW,S,Glenroy
Northern Metropolitan,2017,680000,Stockdale,S,Glenroy
Northern Metropolitan,2017,640000,Barry,PI,Glenroy
Northern Metropolitan,2017,296000,Raine,S,Glenroy
Northern Metropolitan,2017,690000,Stockdale,S,Glenroy
Northern Metropolitan,2017,885000,Stockdale,SP,Glenroy
Northern Metropolitan,2017,740000,Eview,S,Glenroy
Western Metropolitan,2017,830000,Nelson,S,Gowanbrae
Northern Metropolitan,2017,845000,Morrison,PI,Greensborough
Northern Metropolitan,2017,652500,Buckingham,S,Greensborough
Northern Metropolitan,2017,627000,Miles,S,Greensborough
Southern Metropolitan,2017,1725000,Marshall,PI,Hampton
Southern Metropolitan,2017,2200000,hockingstuart,S,Hampton
Southern Metropolitan,2017,1615000,Purplebricks,S,Hampton East
Southern Metropolitan,2017,1467000,Buxton,S,Hampton East
Southern Metropolitan,2017,1055000,Buxton,S,Hampton East
Southern Metropolitan,2017,1246000,Hodges,S,Hampton East
Southern Metropolitan,2017,450000,Domain,S,Hawthorn
Southern Metropolitan,2017,2650000,Jellis,S,Hawthorn
Southern Metropolitan,2017,550000,Marshall,S,Hawthorn
Southern Metropolitan,2017,480000,Marshall,VB,Hawthorn
Southern Metropolitan,2017,421500,Biggin,S,Hawthorn
Southern Metropolitan,2017,700000,RT,VB,Hawthorn East
Southern Metropolitan,2017,2250000,Marshall,PI,Hawthorn East
Southern Metropolitan,2017,1090000,Jellis,S,Hawthorn East
Eastern Metropolitan,2017,1126000,Noel,S,Heathmont
Eastern Metropolitan,2017,517000,Nelson,SP,Heidelberg Heights
Eastern Metropolitan,2017,1190000,Miles,SP,Heidelberg Heights
Eastern Metropolitan,2017,860000,William,S,Heidelberg West
Southern Metropolitan,2017,980000,Maitland,S,Highett
Southern Metropolitan,2017,1045000,Buxton,S,Highett
Western Metropolitan,2017,660000,Barry,S,Hillside
Western Metropolitan,2017,550000,Barry,PI,Hillside
Western Metropolitan,2017,551500,Barry,S,Hoppers Crossing
Western Metropolitan,2017,543000,Barry,SP,Hoppers Crossing
Western Metropolitan,2017,535200,Barry,SP,Hoppers Crossing
Western Metropolitan,2017,468000,Barry,S,Hoppers Crossing
Western Metropolitan,2017,585000,YPA,S,Hoppers Crossing
Western Metropolitan,2017,525000,YPA,VB,Hoppers Crossing
Southern Metropolitan,2017,1407000,Barry,SP,Hughesdale
Eastern Metropolitan,2017,1465000,Nelson,S,Ivanhoe
Eastern Metropolitan,2017,1865000,Miles,S,Ivanhoe
Western Metropolitan,2017,637500,Crane,S,Keilor Downs
Western Metropolitan,2017,705000,Nelson,S,Keilor East
Western Metropolitan,2017,810000,Nelson,VB,Keilor East
Western Metropolitan,2017,755000,Nelson,S,Keilor East
Western Metropolitan,2017,965000,Barry,SP,Keilor East
Western Metropolitan,2017,670000,Nelson,S,Keilor Lodge
Southern Metropolitan,2017,793000,Fletchers,S,Kew
Southern Metropolitan,2017,690000,Nelson,SP,Kew
Southern Metropolitan,2017,1341000,Noel,S,Kew
Southern Metropolitan,2017,850000,Jellis,S,Kew
Southern Metropolitan,2017,2000000,Marshall,VB,Kew
Southern Metropolitan,2017,1975000,Jellis,VB,Kew East
Southern Metropolitan,2017,1080000,RT,S,Kew East
South-Eastern Metropolitan,2017,920000,Ray,S,Keysborough
South-Eastern Metropolitan,2017,885000,Ray,S,Keysborough
South-Eastern Metropolitan,2017,751000,Buxton,PI,Keysborough
South-Eastern Metropolitan,2017,792000,Barry,S,Keysborough
South-Eastern Metropolitan,2017,1051500,Barry,S,Keysborough
Eastern Metropolitan,2017,906000,McGrath,SP,Kilsyth
Eastern Metropolitan,2017,757500,McGrath,SP,Kilsyth
Western Metropolitan,2017,583000,Jas,SP,Kingsville
Eastern Metropolitan,2017,920000,Prof.,SP,Knoxfield
Northern Metropolitan,2017,808000,Mason,S,Lalor
Northern Metropolitan,2017,695000,HAR,S,Lalor
Northern Metropolitan,2017,642000,Iconek,S,Lalor
Eastern Metropolitan,2017,900000,Morrison,VB,Lower Plenty
Eastern Metropolitan,2017,460000,Morrison,S,Lower Plenty
Eastern Metropolitan,2017,580000,Morrison,S,Lower Plenty
Northern Metropolitan,2017,630000,Ray,SP,MacLeod
Northern Metropolitan,2017,653000,Buckingham,S,MacLeod
Western Metropolitan,2017,620000,Biggin,PI,Maidstone
Western Metropolitan,2017,400000,Sweeney,S,Maidstone
Western Metropolitan,2017,875000,Compton,SP,Maidstone
Western Metropolitan,2017,910000,Biggin,PI,Maidstone
Western Metropolitan,2017,790000,Jas,SP,Maidstone
Southern Metropolitan,2017,2200000,Marshall,S,Malvern East
Southern Metropolitan,2017,2626000,Marshall,S,Malvern East
Southern Metropolitan,2017,1850000,Marshall,S,Malvern East
Southern Metropolitan,2017,1420000,Jellis,S,Malvern East
Western Metropolitan,2017,1245000,hockingstuart,S,Maribyrnong
Western Metropolitan,2017,495000,HAR,S,Maribyrnong
Northern Metropolitan,2017,355000,YPA,S,Meadow Heights
Northern Metropolitan,2017,420000,YPA,S,Meadow Heights
Northern Metropolitan,2017,475000,Barry,SP,Meadow Heights
Northern Metropolitan,2017,370000,MICM,PI,Melbourne
Northern Metropolitan,2017,2250000,Gary,S,Melbourne
Northern Metropolitan,2017,670000,MICM,SP,Melbourne
Western Victoria,2017,579000,Reliance,S,Melton
Western Victoria,2017,520000,PRDNationwide,S,Melton
Western Victoria,2017,428000,hockingstuart,S,Melton
Western Victoria,2017,710000,PRDNationwide,S,Melton
Western Victoria,2017,580000,hockingstuart,S,Melton South
Northern Victoria,2017,356000,Raine,S,Melton West
South-Eastern Metropolitan,2017,825000,Upside,SA,Mentone
South-Eastern Metropolitan,2017,1180000,Hodges,S,Mentone
South-Eastern Metropolitan,2017,1200000,hockingstuart,PI,Mentone
South-Eastern Metropolitan,2017,706000,Hodges,S,Mentone
Northern Metropolitan,2017,485000,RW,S,Mernda
Northern Metropolitan,2017,487500,Ray,S,Mernda
Northern Metropolitan,2017,550000,RW,VB,Mernda
Northern Metropolitan,2017,640000,Stockdale,S,Mernda
Northern Metropolitan,2017,660000,Ray,SP,Mill Park
Northern Metropolitan,2017,667500,Barry,S,Mill Park
Northern Metropolitan,2017,720000,Barry,SP,Mill Park
Northern Metropolitan,2017,665000,Ray,SP,Mill Park
Eastern Metropolitan,2017,910000,Noel,S,Mitcham
Eastern Metropolitan,2017,880888,Ray,S,Mont Albert
Eastern Metropolitan,2017,900000,Darren,S,Montmorency
Eastern Metropolitan,2017,690000,Buckingham,S,Montmorency
Eastern Metropolitan,2017,790000,Jellis,PI,Montmorency
Western Metropolitan,2017,340000,McDonald,VB,Moonee Ponds
Western Metropolitan,2017,1280000,Frank,PI,Moonee Ponds
Western Metropolitan,2017,690000,Nelson,VB,Moonee Ponds
Southern Metropolitan,2017,1261000,Buxton,S,Moorabbin
Southern Metropolitan,2017,1300000,Maitland,PI,Moorabbin
Eastern Victoria,2017,715000,Fletchers,S,Mooroolbark
Eastern Victoria,2017,760000,Fletchers,S,Mooroolbark
South-Eastern Metropolitan,2017,549000,Buxton,S,Mordialloc
Eastern Metropolitan,2017,1400000,Harcourts,SP,Mount Waverley
Eastern Metropolitan,2017,1470000,Barry,PI,Mount Waverley
Eastern Metropolitan,2017,1510000,Harcourts,PI,Mount Waverley
Eastern Metropolitan,2017,1300000,Jellis,VB,Mount Waverley
South-Eastern Metropolitan,2017,896000,Win,S,Mulgrave
South-Eastern Metropolitan,2017,1004000,Win,S,Mulgrave
South-Eastern Metropolitan,2017,1375000,Ray,S,Mulgrave
Southern Metropolitan,2017,1420000,Woodards,S,Murrumbeena
Southern Metropolitan,2017,1450000,Gary,VB,Murrumbeena
Southern Metropolitan,2017,505000,hockingstuart,PI,Murrumbeena
Southern Metropolitan,2017,1450000,Woodards,PI,Murrumbeena
Western Metropolitan,2017,1230000,RT,S,Newport
Western Metropolitan,2017,950000,Gunn&Co,S,Newport
Western Metropolitan,2017,860000,Greg,SP,Newport
Western Metropolitan,2017,845000,Brad,S,Niddrie
Western Metropolitan,2017,775000,Red,S,Niddrie
South-Eastern Metropolitan,2017,466000,C21,S,Noble Park
South-Eastern Metropolitan,2017,753000,iSell,S,Noble Park
Northern Metropolitan,2017,1600000,Nelson,VB,Northcote
Northern Metropolitan,2017,892500,Woodards,PI,Northcote
Northern Metropolitan,2017,1200000,Nelson,VB,Northcote
Northern Metropolitan,2017,600000,LITTLE,PI,Northcote
Northern Metropolitan,2017,610000,Jellis,S,Northcote
Northern Metropolitan,2017,1850000,Nelson,VB,Northcote
Eastern Metropolitan,2017,1950000,Noel,S,Nunawading
Eastern Metropolitan,2017,521500,McGrath,S,Nunawading
Northern Metropolitan,2017,1050000,Nelson,VB,Oak Park
Northern Metropolitan,2017,930000,Raine,S,Oak Park
Northern Metropolitan,2017,1050000,Nelson,VB,Oak Park
Northern Metropolitan,2017,1390000,Jellis,S,Oak Park
Southern Metropolitan,2017,997000,Jellis,SP,Oakleigh East
South-Eastern Metropolitan,2017,840000,Woodards,S,Oakleigh South
South-Eastern Metropolitan,2017,915000,Buxton,SP,Oakleigh South
South-Eastern Metropolitan,2017,1175000,Buxton,S,Oakleigh South
South-Eastern Metropolitan,2017,1070000,Nick,PI,Oakleigh South
Southern Metropolitan,2017,630000,Buxton,S,Ormond
South-Eastern Metropolitan,2017,720000,Chisholm,S,Parkdale
South-Eastern Metropolitan,2017,460000,Purplebricks,S,Parkdale
South-Eastern Metropolitan,2017,737000,hockingstuart,S,Parkdale
Northern Metropolitan,2017,1350000,Jellis,S,Parkville
Northern Metropolitan,2017,900000,Barry,S,Pascoe Vale
Northern Metropolitan,2017,905000,Nelson,S,Pascoe Vale
Northern Metropolitan,2017,790000,Nelson,VB,Pascoe Vale
Northern Metropolitan,2017,960000,Nelson,S,Pascoe Vale
Northern Metropolitan,2017,810000,Nelson,PI,Pascoe Vale
Western Metropolitan,2017,640000,LJ,S,Point Cook
Western Metropolitan,2017,647000,Reliance,S,Point Cook
Western Metropolitan,2017,552000,Reliance,S,Point Cook
Western Metropolitan,2017,615000,hockingstuart,S,Point Cook
Western Metropolitan,2017,673000,Reliance,S,Point Cook
Southern Metropolitan,2017,650000,Buxton,VB,Port Melbourne
Southern Metropolitan,2017,1642000,Greg,S,Port Melbourne
Southern Metropolitan,2017,1670000,Marshall,PI,Port Melbourne
Southern Metropolitan,2017,1300000,hockingstuart,VB,Port Melbourne
Southern Metropolitan,2017,1000000,hockingstuart,PI,Prahran
Southern Metropolitan,2017,1250000,Jellis,VB,Prahran
Northern Metropolitan,2017,1180000,RW,S,Preston
Northern Metropolitan,2017,950000,Barry,S,Preston
Northern Metropolitan,2017,710000,Jellis,S,Preston
Northern Metropolitan,2017,1050000,RW,S,Preston
Northern Metropolitan,2017,980000,Ray,SP,Reservoir
Northern Metropolitan,2017,570000,Nelson,VB,Reservoir
Northern Metropolitan,2017,590000,Ray,S,Reservoir
Northern Metropolitan,2017,695000,Barry,S,Reservoir
Northern Metropolitan,2017,1055000,RW,S,Reservoir
Northern Metropolitan,2017,395000,Ray,S,Reservoir
Northern Metropolitan,2017,950000,Barry,S,Reservoir
Northern Metropolitan,2017,690000,Love,S,Reservoir
Northern Metropolitan,2017,821000,Nelson,S,Reservoir
Northern Metropolitan,2017,825000,Nelson,S,Reservoir
Northern Metropolitan,2017,1076000,Nelson,S,Reservoir
Northern Metropolitan,2017,850000,RW,S,Reservoir
Northern Metropolitan,2017,1215000,Jellis,S,Richmond
Northern Metropolitan,2017,283000,Biggin,S,Richmond
Northern Metropolitan,2017,1320000,hockingstuart,S,Richmond
Northern Metropolitan,2017,1300000,Jellis,VB,Richmond
Northern Metropolitan,2017,341000,Fletchers,S,Richmond
Northern Metropolitan,2017,1265000,Chambers,S,Richmond
Northern Metropolitan,2017,1400000,Jellis,VB,Richmond
Eastern Metropolitan,2017,965800,Barry,SP,Ringwood
Eastern Metropolitan,2017,792000,hockingstuart,S,Ringwood
Eastern Metropolitan,2017,890000,Purplebricks,SP,Ringwood East
Eastern Metropolitan,2017,900000,Barry,SP,Ringwood East
Southern Metropolitan,2017,440000,Buxton,SP,Ripponlea
Northern Metropolitan,2017,570000,Stockdale,S,Roxburgh Park
Northern Metropolitan,2017,610000,Raine,S,Roxburgh Park
Northern Metropolitan,2017,577500,RW,S,Roxburgh Park
Southern Metropolitan,2017,1650000,Buxton,VB,Sandringham
Southern Metropolitan,2017,696000,Barry,S,Sandringham
Southern Metropolitan,2017,1750000,Buxton,S,Sandringham
Western Metropolitan,2017,759000,MICM,S,Seabrook
South-Eastern Metropolitan,2017,912000,O'Brien,S,Seaford
Western Metropolitan,2017,835000,Barlow,S,Seaholme
Western Metropolitan,2017,768000,Edward,S,Seddon
Southern Metropolitan,2017,845000,hockingstuart,S,South Melbourne
Southern Metropolitan,2017,1220000,Marshall,PI,South Melbourne
Southern Metropolitan,2017,530000,Greg,S,South Melbourne
Southern Metropolitan,2017,610000,Greg,S,South Melbourne
Northern Metropolitan,2017,520000,Ray,SP,South Morang
Northern Metropolitan,2017,652000,Barry,S,South Morang
Northern Metropolitan,2017,451000,Ray,S,South Morang
Northern Metropolitan,2017,550000,LJ,S,South Morang
Southern Metropolitan,2017,539000,Williams,S,South Yarra
Southern Metropolitan,2017,1640000,RT,S,South Yarra
Southern Metropolitan,2017,770000,Jellis,VB,South Yarra
Southern Metropolitan,2017,550000,Buxton,VB,South Yarra
Southern Metropolitan,2017,1560000,Jellis,S,South Yarra
Southern Metropolitan,2017,550000,Pagan,SP,Southbank
Western Metropolitan,2017,1200000,RT,SP,Spotswood
Western Metropolitan,2017,1200000,RT,SP,Spotswood
South-Eastern Metropolitan,2017,815000,Le,S,Springvale
South-Eastern Metropolitan,2017,740000,iSell,VB,Springvale
South-Eastern Metropolitan,2017,630000,Le,S,Springvale South
